ID	Poskey	Day	Month	Year	Hours	Minutes	Latitude	Longitude	Area_surveyedkm2	Seastate	Gannets_in_transect	X	Y
7845	170009514	9	6	2003	9	5	56.41	-1.13	0.33	3	1	245240.0992	6259366.973
7846	170009515	9	6	2003	9	10	56.41	-1.15	0.33	3	0	244007.232	6259441.31
7847	170009516	9	6	2003	9	15	56.41	-1.17	0.33	3	1	242774.377	6259516.007
7848	170009517	9	6	2003	9	20	56.41	-1.18	0.33	3	0	242157.954	6259553.49
7849	170009518	9	6	2003	9	25	56.41	-1.2	0.33	3	0	240925.1173	6259628.727
7850	170009519	9	6	2003	9	30	56.41	-1.22	0.33	3	0	239692.2929	6259704.323
7851	170009520	9	6	2003	9	35	56.41	-1.24	0.39	3	0	238459.4809	6259780.278
7852	170009521	9	6	2003	9	40	56.41	-1.26	0.39	3	1	237226.6813	6259856.594
7853	170009522	9	6	2003	9	45	56.41	-1.28	0.39	3	2	235993.8942	6259933.269
7854	170009523	9	6	2003	9	50	56.41	-1.3	0.39	3	0	234761.1196	6260010.303
7855	170009524	9	6	2003	9	55	56.41	-1.32	0.39	3	1	233528.3576	6260087.698
7856	170009525	9	6	2003	10	0	56.41	-1.34	0.39	3	0	232295.6083	6260165.452
7857	170009526	9	6	2003	10	5	56.41	-1.36	0.39	3	0	231062.8718	6260243.566
7858	170009527	9	6	2003	10	10	56.41	-1.39	0.39	3	2	229213.7909	6260361.411
7859	170009528	9	6	2003	10	15	56.41	-1.41	0.39	3	0	227981.0864	6260440.425
7860	170009529	9	6	2003	11	0	56.41	-1.41	0.37	2	0	227981.0864	6260440.425
7861	170009530	9	6	2003	11	5	56.41	-1.43	0.37	2	0	226748.3949	6260519.798
7862	170009531	9	6	2003	11	10	56.41	-1.45	0.37	2	0	225515.7163	6260599.53
7863	170009532	9	6	2003	11	15	56.41	-1.47	0.37	2	0	224283.0508	6260679.623
7864	170009533	9	6	2003	11	20	56.41	-1.49	0.37	2	1	223050.3984	6260760.075
7865	170009534	9	6	2003	11	25	56.42	-1.51	0.37	2	4	221890.8097	6261952.594
7866	170009535	9	6	2003	11	30	56.42	-1.53	0.37	2	0	220658.5083	6262033.754
7867	170009536	9	6	2003	11	35	56.42	-1.55	0.37	2	0	219426.2201	6262115.274
7868	170009537	9	6	2003	11	40	56.42	-1.57	0.37	2	4	218193.9452	6262197.153
7869	170009538	9	6	2003	11	45	56.42	-1.59	0.37	2	0	216961.6838	6262279.392
7870	170009539	9	6	2003	11	50	56.42	-1.61	0.37	2	0	215729.4359	6262361.991
7871	170009540	9	6	2003	11	55	56.42	-1.63	0.37	2	0	214497.2015	6262444.95
7872	170009541	9	6	2003	12	0	56.42	-1.65	0.37	2	0	213264.9807	6262528.268
7873	170009542	9	6	2003	12	5	56.42	-1.67	0.37	2	1	212032.7735	6262611.947
7874	170009543	9	6	2003	12	10	56.42	-1.69	0.37	2	0	210800.5801	6262695.985
7875	170009544	9	6	2003	12	15	56.42	-1.71	0.37	2	1	209568.4005	6262780.383
7876	170009545	9	6	2003	13	0	56.42	-1.71	0.37	2	0	209568.4005	6262780.383
7877	170009546	9	6	2003	13	5	56.42	-1.73	0.37	2	0	208336.2346	6262865.14
7878	170009547	9	6	2003	13	10	56.42	-1.75	0.37	2	0	207104.0827	6262950.258
7879	170009548	9	6	2003	13	15	56.41	-1.77	0.37	2	0	205794.6749	6261924.188
7880	170009549	9	6	2003	13	20	56.41	-1.79	0.37	2	0	204562.2263	6262010.037
7881	170009550	9	6	2003	13	25	56.41	-1.81	0.37	2	0	203329.7918	6262096.247
7882	170009551	9	6	2003	13	30	56.41	-1.83	0.37	2	0	202097.3715	6262182.817
7883	170009552	9	6	2003	13	35	56.41	-1.85	0.37	2	0	200864.9653	6262269.746
7884	170009553	9	6	2003	13	40	56.41	-1.87	0.37	2	0	199632.5733	6262357.036
7885	170009554	9	6	2003	13	45	56.41	-1.89	0.37	2	4	198400.1957	6262444.685
7886	170009555	9	6	2003	13	50	56.41	-1.91	0.37	2	3	197167.8324	6262532.695
7887	170009556	9	6	2003	13	55	56.41	-1.93	0.37	2	0	195935.4836	6262621.064
7888	170009557	9	6	2003	14	0	56.41	-1.95	0.37	2	0	194703.1492	6262709.793
7889	170009558	9	6	2003	14	5	56.41	-1.97	0.37	2	0	193470.8294	6262798.883
7890	170009559	9	6	2003	14	10	56.41	-1.99	0.37	2	1	192238.5242	6262888.332
7891	170009560	9	6	2003	14	15	56.41	-2.01	0.37	2	0	191006.2336	6262978.141
7892	170009561	9	6	2003	14	20	56.41	-2.03	0.37	2	0	189773.9578	6263068.311
7893	170009562	9	6	2003	14	25	56.41	-2.05	0.37	2	0	188541.6968	6263158.84
7894	170009563	9	6	2003	14	30	56.41	-2.07	0.35	2	0	187309.4506	6263249.729
7895	170009564	9	6	2003	14	35	56.41	-2.09	0.35	2	0	186077.2193	6263340.979
7896	170009565	9	6	2003	14	40	56.41	-2.11	0.35	2	0	184845.003	6263432.588
7897	170009566	9	6	2003	14	45	56.41	-2.13	0.35	2	0	183612.8017	6263524.558
7898	170009567	9	6	2003	14	50	56.41	-2.15	0.35	2	0	182380.6155	6263616.887
7899	170009568	9	6	2003	14	55	56.41	-2.17	0.35	2	0	181148.4444	6263709.577
7900	170009569	9	6	2003	15	0	56.41	-2.19	0.37	2	2	179916.2885	6263802.626
7901	170009570	9	6	2003	15	5	56.41	-2.21	0.37	2	1	178684.1479	6263896.036
7902	170009571	9	6	2003	15	10	56.41	-2.23	0.37	2	0	177452.0226	6263989.806
7903	170009572	9	6	2003	15	15	56.41	-2.25	0.37	2	0	176219.9128	6264083.936
7904	170009573	9	6	2003	15	20	56.41	-2.27	0.37	3	1	174987.8183	6264178.426
7905	170009574	9	6	2003	15	25	56.41	-2.29	0.37	3	1	173755.7394	6264273.276
7906	170009575	9	6	2003	15	30	56.41	-2.31	0.37	3	0	172523.676	6264368.486
7907	170009576	9	6	2003	15	35	56.41	-2.33	0.37	3	0	171291.6282	6264464.057
7908	170009577	9	6	2003	15	40	56.41	-2.35	0.37	3	0	170059.5961	6264559.988
7909	170009578	9	6	2003	15	45	56.41	-2.37	0.37	3	0	168827.5798	6264656.278
7910	170009579	9	6	2003	15	50	56.41	-2.39	0.37	4	0	167595.5793	6264752.929
7911	170009580	9	6	2003	15	55	56.41	-2.41	0.37	4	0	166363.5946	6264849.941
7912	170009581	9	6	2003	16	0	56.41	-2.43	0.37	4	0	165131.6259	6264947.312
7913	170009582	9	6	2003	16	5	56.41	-2.45	0.37	4	0	163899.6732	6265045.043
7914	170009583	9	6	2003	16	10	56.41	-2.47	0.37	4	0	162667.7365	6265143.135
7915	170009584	9	6	2003	16	15	56.41	-2.49	0.37	4	0	161435.8159	6265241.587
7916	170009585	9	6	2003	16	20	56.42	-2.51	0.37	4	0	160293.1975	6266451.442
7917	170009586	9	6	2003	16	25	56.42	-2.53	0.37	4	0	159061.6342	6266550.6
7918	170009587	9	6	2003	17	25	56.42	-2.55	0.3	4	0	157830.0872	6266650.118
7919	170009588	9	6	2003	17	30	56.41	-2.57	0.3	4	0	156508.2957	6265638.998
7920	170009589	9	6	2003	17	35	56.41	-2.58	0.3	4	0	155892.3741	6265689.079
7921	170009590	9	6	2003	17	40	56.41	-2.59	0.3	4	0	155276.4566	6265739.251
7922	170009591	9	6	2003	17	45	56.4	-2.59	0.32	4	0	155185.8813	6264628.267
7923	170009592	9	6	2003	17	50	56.39	-2.58	0.32	4	0	155711.559	6263467.097
7924	170009593	9	6	2003	17	55	56.38	-2.57	0.32	4	0	156237.5761	6262306.002
7925	170009594	9	6	2003	18	0	56.37	-2.56	0.32	4	0	156763.9326	6261144.983
7926	170009595	9	6	2003	18	5	56.36	-2.55	0.32	4	0	157290.6284	6259984.039
7927	170009596	9	6	2003	18	10	56.36	-2.54	0.32	4	0	157907.3744	6259934.191
7928	170009597	9	6	2003	18	15	56.35	-2.54	0.37	4	0	157817.6635	6258823.171
7929	170009598	9	6	2003	18	20	56.34	-2.54	0.37	4	0	157727.9631	6257712.151
7930	170009599	9	6	2003	18	25	56.32	-2.53	0.37	4	0	158165.9928	6255440.324
7931	170009600	9	6	2003	18	30	56.31	-2.53	0.37	4	3	158076.486	6254329.297
7932	170009601	9	6	2003	18	35	56.3	-2.53	0.37	4	4	157986.9895	6253218.27
7933	170009602	9	6	2003	18	40	56.29	-2.53	0.37	4	0	157897.5035	6252107.244
7934	170009603	9	6	2003	18	45	56.28	-2.53	0.37	4	0	157808.028	6250996.217
7935	170009604	9	6	2003	18	50	56.27	-2.52	0.37	4	1	158336.7775	6249835.458
7936	170009605	9	6	2003	18	55	56.26	-2.52	0.37	4	1	158247.4849	6248724.424
7937	170009606	9	6	2003	19	0	56.25	-2.52	0.37	4	0	158158.2028	6247613.391
7938	170009607	9	6	2003	19	5	56.24	-2.51	0.35	4	0	158687.6363	6246452.693
7939	170009608	9	6	2003	19	10	56.24	-2.49	0.35	4	0	159925.0587	6246353.634
7940	170009609	9	6	2003	19	15	56.24	-2.47	0.35	4	10	161162.4971	6246254.936
7941	170009610	9	6	2003	19	20	56.24	-2.45	0.35	4	0	162399.9515	6246156.6
7942	170009611	9	6	2003	19	25	56.24	-2.43	0.35	4	10	163637.4217	6246058.625
7943	170009612	9	6	2003	19	30	56.24	-2.41	0.35	4	6	164874.9078	6245961.01
7944	170009613	9	6	2003	19	35	56.24	-2.39	0.35	4	4	166112.4096	6245863.757
7945	170009614	9	6	2003	19	40	56.24	-2.38	0.35	4	7	166731.1664	6245815.266
7946	170009615	9	6	2003	19	45	56.24	-2.36	0.35	4	136	167968.6918	6245718.554
7947	170009616	9	6	2003	19	50	56.24	-2.34	0.35	4	0	169206.2328	6245622.204
7948	170009617	10	6	2003	4	5	56.24	-2.47	0.34	4	0	161162.4971	6246254.936
7949	170009618	10	6	2003	4	10	56.24	-2.46	0.34	4	1	161781.2223	6246205.723
7950	170009619	10	6	2003	4	15	56.24	-2.44	0.34	4	0	163018.6846	6246107.567
7951	170009620	10	6	2003	4	20	56.24	-2.42	0.34	4	0	164256.1628	6246009.772
7952	170009621	10	6	2003	4	25	56.24	-2.4	0.34	4	3	165493.6567	6245912.339
7953	170009622	10	6	2003	4	30	56.24	-2.38	0.34	4	0	166731.1664	6245815.266
7954	170009623	10	6	2003	4	35	56.24	-2.36	0.34	4	0	167968.6918	6245718.554
7955	170009624	10	6	2003	4	40	56.24	-2.35	0.34	4	2	168587.4604	6245670.334
7956	170009625	10	6	2003	4	45	56.24	-2.33	0.34	4	0	169825.0092	6245574.164
7957	170009626	10	6	2003	5	40	56.25	-2.31	0.35	5	1	171148.4406	6246589.537
7958	170009627	10	6	2003	5	45	56.25	-2.29	0.35	5	1	172385.6962	6246494.103
7959	170009628	10	6	2003	5	50	56.25	-2.27	0.35	5	1	173622.9672	6246399.031
7960	170009629	10	6	2003	5	55	56.25	-2.25	0.35	5	1	174860.2536	6246304.319
7961	170009630	10	6	2003	6	0	56.25	-2.23	0.35	5	0	176097.5553	6246209.968
7962	170009631	10	6	2003	6	5	56.25	-2.21	0.35	5	0	177334.8723	6246115.978
7963	170009632	10	6	2003	6	10	56.25	-2.19	0.32	6	2	178572.2044	6246022.349
7964	170009633	10	6	2003	6	15	56.25	-2.18	0.32	6	0	179190.8762	6245975.67
7965	170009634	10	6	2003	6	20	56.25	-2.16	0.32	6	0	180428.231	6245882.582
7966	170009635	10	6	2003	6	25	56.25	-2.14	0.32	6	1	181665.6008	6245789.855
7967	170009636	10	6	2003	6	30	56.25	-2.12	0.32	6	1	182902.9857	6245697.49
7968	170009637	10	6	2003	6	35	56.25	-2.11	0.32	6	1	183521.6837	6245651.442
7969	170009638	10	6	2003	6	40	56.25	-2.09	0.32	6	0	184759.0908	6245559.618
7970	170009639	10	6	2003	6	45	56.25	-2.07	0.32	6	0	185996.5129	6245468.154
7971	170009640	10	6	2003	6	50	56.25	-2.05	0.32	6	4	187233.9496	6245377.052
7972	170009641	10	6	2003	6	55	56.25	-2.04	0.32	6	2	187852.6735	6245331.636
7973	170009642	10	6	2003	7	0	56.25	-2.02	0.32	6	0	189090.1324	6245241.075
7974	170009643	10	6	2003	7	5	56.25	-2	0.32	6	0	190327.6058	6245150.874
7975	170009644	10	6	2003	7	50	56.25	-1.99	0.33	6	1	190946.348	6245105.909
7976	170009645	10	6	2003	7	55	56.25	-1.97	0.33	6	0	192183.8433	6245016.25
7977	170009646	10	6	2003	8	0	56.25	-1.95	0.33	6	0	193421.353	6244926.952
7978	170009647	10	6	2003	8	5	56.25	-1.93	0.33	6	3	194658.8771	6244838.015
7979	170009648	10	6	2003	8	10	56.25	-1.92	0.33	6	0	195277.6446	6244793.681
7980	170009649	10	6	2003	8	15	56.25	-1.9	0.33	6	1	196515.1903	6244705.285
7981	170009650	10	6	2003	8	20	56.25	-1.88	0.33	6	0	197752.7502	6244617.25
7982	170009651	10	6	2003	8	25	56.25	-1.86	0.33	6	0	198990.3243	6244529.575
7983	170009652	10	6	2003	8	30	56.25	-1.84	0.33	6	0	200227.9126	6244442.261
7984	170009653	10	6	2003	8	35	56.25	-1.83	0.33	6	0	200846.712	6244398.74
7985	170009654	10	6	2003	8	40	56.25	-1.81	0.33	6	2	202084.3214	6244311.967
7986	170009655	10	6	2003	8	45	56.25	-1.79	0.33	6	5	203321.9448	6244225.555
7987	170009656	10	6	2003	8	50	56.25	-1.77	0.32	6	1	204559.5821	6244139.504
7988	170009657	10	6	2003	8	55	56.25	-1.76	0.32	6	1	205178.406	6244096.614
7989	170009658	10	6	2003	9	0	56.25	-1.74	0.32	6	0	206416.0641	6244011.104
7990	170009659	10	6	2003	9	5	56.25	-1.72	0.32	6	0	207653.736	6243925.955
7991	170009660	10	6	2003	9	10	56.25	-1.71	0.32	6	0	208272.5771	6243883.516
7992	170009661	10	6	2003	9	15	56.25	-1.69	0.32	6	1	209510.2696	6243798.908
7993	170009662	10	6	2003	9	20	56.25	-1.67	0.32	6	0	210747.9757	6243714.66
7994	170009663	10	6	2003	9	25	56.25	-1.66	0.32	6	0	211366.8339	6243672.672
7995	170009664	10	6	2003	9	30	56.25	-1.64	0.32	6	1	212604.5604	6243588.965
7996	170009665	10	6	2003	9	35	56.25	-1.62	0.32	6	0	213842.3004	6243505.62
7997	170009666	10	6	2003	9	40	56.25	-1.6	0.34	6	0	215080.0538	6243422.635
7998	170009667	10	6	2003	9	45	56.25	-1.59	0.34	6	0	215698.9355	6243381.278
7999	170009668	10	6	2003	9	50	56.25	-1.57	0.34	6	1	216936.709	6243298.834
8000	170009669	10	6	2003	9	55	56.25	-1.55	0.34	6	1	218174.4957	6243216.751
8001	170009670	10	6	2003	10	0	56.25	-1.53	0.34	6	0	219412.2957	6243135.028
8002	170009671	10	6	2003	10	5	56.25	-1.51	0.34	6	3	220650.1089	6243053.666
8003	170009672	10	6	2003	10	10	56.25	-1.49	0.36	6	2	221887.9351	6242972.665
8004	170009673	10	6	2003	10	15	56.25	-1.48	0.36	6	1	222506.8532	6242932.299
8005	170009674	10	6	2003	10	20	56.25	-1.46	0.36	6	0	223744.699	6242851.839
8006	170009675	10	6	2003	10	25	56.25	-1.44	0.36	6	2	224982.5578	6242771.739
8007	170009676	10	6	2003	10	30	56.25	-1.42	0.36	6	1	226220.4294	6242692
8008	170009677	10	6	2003	10	35	56.25	-1.4	0.36	6	2	227458.314	6242612.622
8009	170009678	10	6	2003	10	40	56.25	-1.38	0.36	6	1	228696.2113	6242533.604
8010	170009679	10	6	2003	10	45	56.25	-1.36	0.36	6	1	229934.1213	6242454.946
8011	170009680	10	6	2003	10	50	56.25	-1.34	0.36	6	5	231172.0441	6242376.65
8012	170009681	10	6	2003	10	55	56.25	-1.32	0.36	6	2	232409.9794	6242298.713
8013	170009682	10	6	2003	11	0	56.25	-1.3	0.36	5	4	233647.9273	6242221.138
8014	170009683	10	6	2003	11	5	56.25	-1.28	0.36	5	3	234885.8876	6242143.923
8015	170009684	10	6	2003	11	10	56.25	-1.26	0.36	5	4	236123.8604	6242067.068
8016	170009685	10	6	2003	11	15	56.25	-1.24	0.36	5	2	237361.8456	6241990.574
8017	170009686	10	6	2003	11	20	56.25	-1.23	0.36	5	7	237980.8428	6241952.463
8018	170009687	10	6	2003	11	25	56.25	-1.21	0.36	5	2	239218.8464	6241876.509
8019	170009688	10	6	2003	11	30	56.25	-1.19	0.37	5	5	240456.8623	6241800.917
8020	170009689	10	6	2003	11	35	56.25	-1.17	0.37	5	5	241694.8903	6241725.685
8021	170009690	10	6	2003	11	40	56.25	-1.15	0.37	5	6	242932.9304	6241650.813
8022	170009691	10	6	2003	11	45	56.25	-1.13	0.37	5	1	244170.9826	6241576.302
8023	170009692	10	6	2003	11	50	56.25	-1.11	0.37	5	5	245409.0468	6241502.151
8024	170009693	10	6	2003	11	55	56.25	-1.09	0.37	5	7	246647.1229	6241428.361
8025	170009694	10	6	2003	12	0	56.25	-1.07	0.37	5	4	247885.2109	6241354.931
8026	170009695	10	6	2003	12	5	56.25	-1.05	0.37	5	0	249123.3107	6241281.862
8027	170009696	10	6	2003	12	10	56.25	-1.03	0.37	5	6	250361.4222	6241209.153
8028	170009697	10	6	2003	12	15	56.25	-1.01	0.37	5	2	251599.5455	6241136.805
8029	170009698	10	6	2003	12	20	56.25	-0.99	0.37	5	3	252837.6804	6241064.817
8030	170009699	10	6	2003	12	25	56.25	-0.97	0.37	5	2	254075.8268	6240993.19
8031	170009700	10	6	2003	12	30	56.25	-0.95	0.37	5	3	255313.9848	6240921.923
8032	170009701	10	6	2003	12	35	56.25	-0.93	0.37	5	3	256552.1543	6240851.016
8033	170009702	10	6	2003	12	40	56.25	-0.91	0.37	5	4	257790.3351	6240780.47
8034	170009703	10	6	2003	12	45	56.26	-0.89	0.37	5	1	259091.4036	6241822.32
8035	170009704	10	6	2003	12	50	56.26	-0.87	0.37	5	1	260329.2834	6241752.505
8036	170009705	10	6	2003	12	55	56.26	-0.85	0.37	5	0	261567.1744	6241683.05
8037	170009706	10	6	2003	13	0	56.26	-0.83	0.37	5	0	262805.0766	6241613.955
8038	170009707	10	6	2003	13	5	56.26	-0.81	0.37	5	2	264042.9899	6241545.221
8039	170009708	10	6	2003	13	10	56.26	-0.79	0.36	5	1	265280.9143	6241476.847
8040	170009709	10	6	2003	13	15	56.26	-0.77	0.36	5	0	266518.8497	6241408.833
8041	170009710	10	6	2003	13	20	56.26	-0.75	0.36	5	0	267756.796	6241341.18
8042	170009711	10	6	2003	13	25	56.26	-0.73	0.36	5	3	268994.7532	6241273.887
8043	170009712	10	6	2003	13	30	56.25	-0.71	0.36	5	0	270172.758	6240094.829
8044	170009713	10	6	2003	13	35	56.25	-0.69	0.36	5	0	271411.0604	6240028.247
8045	170009714	10	6	2003	13	40	56.25	-0.67	0.36	5	1	272649.3735	6239962.025
8046	170009715	10	6	2003	13	45	56.25	-0.65	0.36	5	0	273887.6973	6239896.164
8047	170009716	10	6	2003	13	50	56.25	-0.63	0.36	5	0	275126.0316	6239830.662
8048	170009717	10	6	2003	13	55	56.25	-0.61	0.36	5	1	276364.3765	6239765.521
8049	170009718	10	6	2003	14	0	56.25	-0.59	0.36	5	1	277602.7318	6239700.741
8050	170009719	10	6	2003	14	5	56.25	-0.57	0.36	5	1	278841.0976	6239636.321
8051	170009720	10	6	2003	14	10	56.25	-0.56	0.36	5	0	279460.2843	6239604.246
8052	170009721	10	6	2003	14	15	56.25	-0.54	0.36	5	0	280698.6656	6239540.366
8053	170009722	10	6	2003	14	20	56.25	-0.52	0.36	5	0	281937.0571	6239476.846
8054	170009723	10	6	2003	14	25	56.24	-0.51	0.3	5	1	282499.5361	6238333.004
8055	170009724	10	6	2003	14	30	56.24	-0.5	0.3	5	0	283118.9	6238301.465
8056	170009725	10	6	2003	14	35	56.23	-0.5	0.3	5	1	283062.3479	6237189.243
8057	170009726	10	6	2003	14	40	56.22	-0.5	0.3	5	2	283005.8025	6236077.023
8058	170009727	10	6	2003	14	45	56.21	-0.5	0.3	5	0	282949.2637	6234964.804
8059	170009728	10	6	2003	15	45	56.2	-0.5	0.27	5	0	282892.7316	6233852.586
8060	170009729	10	6	2003	15	50	56.19	-0.5	0.27	5	1	282836.2061	6232740.369
8061	170009730	10	6	2003	15	55	56.18	-0.5	0.27	5	1	282779.6873	6231628.154
8062	170009731	10	6	2003	16	0	56.17	-0.5	0.27	5	0	282723.1752	6230515.939
8063	170009732	10	6	2003	16	5	56.17	-0.5	0.27	5	0	282723.1752	6230515.939
8064	170009733	10	6	2003	16	10	56.16	-0.5	0.27	5	0	282666.6698	6229403.726
8065	170009734	10	6	2003	16	15	56.15	-0.5	0.27	5	0	282610.171	6228291.514
8066	170009735	10	6	2003	16	20	56.14	-0.5	0.27	5	0	282553.6788	6227179.303
8067	170009736	10	6	2003	16	25	56.13	-0.5	0.27	5	0	282497.1934	6226067.093
8068	170009737	10	6	2003	16	30	56.13	-0.51	0.37	5	0	281876.0513	6226098.682
8069	170009738	10	6	2003	16	35	56.13	-0.53	0.37	5	0	280633.7746	6226162.131
8070	170009739	10	6	2003	16	40	56.13	-0.55	0.37	5	1	279391.5082	6226225.94
8071	170009740	10	6	2003	16	45	56.13	-0.57	0.37	4	9	278149.2519	6226290.111
8072	170009741	10	6	2003	16	50	56.12	-0.59	0.37	4	4	276849.0732	6225242.475
8073	170009742	10	6	2003	16	55	56.12	-0.61	0.37	4	0	275606.5145	6225307.377
8074	170009743	10	6	2003	17	0	56.12	-0.63	0.37	4	0	274363.9661	6225372.639
8075	170009744	10	6	2003	17	5	56.12	-0.65	0.37	4	0	273121.4281	6225438.263
8076	170009745	10	6	2003	17	10	56.12	-0.67	0.37	4	0	271878.9007	6225504.248
8077	170009746	10	6	2003	17	15	56.12	-0.69	0.36	4	0	270636.3838	6225570.593
8078	170009747	10	6	2003	17	20	56.12	-0.71	0.36	4	0	269393.8776	6225637.3
8079	170009748	10	6	2003	17	25	56.12	-0.73	0.36	4	1	268151.382	6225704.368
8080	170009749	10	6	2003	17	30	56.12	-0.75	0.36	4	0	266908.8972	6225771.797
8081	170009750	10	6	2003	17	35	56.12	-0.77	0.36	4	0	265666.4231	6225839.586
8082	170009751	10	6	2003	17	40	56.12	-0.79	0.36	4	0	264423.9599	6225907.737
8083	170009752	10	6	2003	17	45	56.12	-0.8	0.36	4	1	263802.7324	6225941.948
8084	170009753	10	6	2003	17	50	56.12	-0.82	0.36	4	1	262560.2856	6226010.64
8085	170009754	10	6	2003	17	55	56.12	-0.84	0.36	4	0	261317.8498	6226079.694
8086	170009755	10	6	2003	18	0	56.12	-0.86	0.22	4	0	260075.4251	6226149.108
8087	170009756	10	6	2003	18	45	56.12	-0.86	0.36	3	1	260075.4251	6226149.108
8088	170009757	10	6	2003	18	50	56.12	-0.88	0.36	3	0	258833.0114	6226218.884
8089	170009758	10	6	2003	18	55	56.12	-0.9	0.36	3	0	257590.6089	6226289.021
8090	170009759	10	6	2003	19	0	56.12	-0.92	0.36	3	0	256348.2177	6226359.518
8091	170009760	10	6	2003	19	5	56.12	-0.94	0.36	3	0	255105.8378	6226430.377
8092	170009761	10	6	2003	19	10	56.12	-0.96	0.36	3	0	253863.4692	6226501.597
8093	170009762	10	6	2003	19	15	56.12	-0.98	0.36	3	3	252621.112	6226573.178
8094	170009763	10	6	2003	19	20	56.12	-1	0.36	3	1	251378.7662	6226645.12
8095	170009764	10	6	2003	19	25	56.12	-1.01	0.36	3	35	250757.5977	6226681.227
8096	170009765	10	6	2003	19	30	56.12	-1.03	0.36	3	1	249515.2692	6226753.71
8097	170009766	10	6	2003	19	35	56.12	-1.05	0.36	3	0	248272.9524	6226826.555
8098	170009767	10	6	2003	19	40	56.11	-1.07	0.36	3	0	246964.9658	6225787.832
8099	170009768	10	6	2003	19	45	56.11	-1.09	0.36	3	0	245722.3491	6225861.409
8100	170009769	10	6	2003	19	50	56.11	-1.11	0.36	3	0	244479.7442	6225935.348
8101	170009770	10	6	2003	19	55	56.11	-1.13	0.36	3	0	243237.1512	6226009.649
8102	170009771	10	6	2003	20	0	56.11	-1.15	0.36	3	1	241994.57	6226084.31
8103	170009772	11	6	2003	4	0	56.25	-1.01	0.37	3	0	251599.5455	6241136.805
8104	170009773	11	6	2003	4	5	56.25	-1.03	0.37	3	0	250361.4222	6241209.153
8105	170009774	11	6	2003	4	10	56.25	-1.05	0.37	3	0	249123.3107	6241281.862
8106	170009775	11	6	2003	4	15	56.25	-1.07	0.37	3	0	247885.2109	6241354.931
8107	170009776	11	6	2003	4	20	56.25	-1.09	0.37	3	0	246647.1229	6241428.361
8108	170009777	11	6	2003	4	25	56.25	-1.11	0.37	3	1	245409.0468	6241502.151
8109	170009778	11	6	2003	4	30	56.25	-1.13	0.37	3	0	244170.9826	6241576.302
8110	170009779	11	6	2003	4	35	56.25	-1.15	0.37	3	0	242932.9304	6241650.813
8111	170009780	11	6	2003	4	40	56.25	-1.17	0.37	3	0	241694.8903	6241725.685
8112	170009781	11	6	2003	4	45	56.25	-1.19	0.37	3	2	240456.8623	6241800.917
8113	170009782	11	6	2003	4	50	56.25	-1.21	0.37	3	0	239218.8464	6241876.509
8114	170009783	11	6	2003	4	55	56.25	-1.23	0.37	3	3	237980.8428	6241952.463
8115	170009784	11	6	2003	5	0	56.25	-1.25	0.37	3	2	236742.8515	6242028.776
8116	170009785	11	6	2003	5	5	56.25	-1.27	0.37	3	1	235504.8725	6242105.45
8117	170009786	11	6	2003	5	10	56.25	-1.29	0.37	3	2	234266.9059	6242182.485
8118	170009787	11	6	2003	5	15	56.25	-1.31	0.37	3	1	233028.9518	6242259.881
8119	170009788	11	6	2003	5	20	56.25	-1.33	0.37	3	0	231791.0101	6242337.636
8120	170009789	11	6	2003	5	25	56.25	-1.35	0.37	3	0	230553.0811	6242415.753
8121	170009790	11	6	2003	5	30	56.25	-1.37	0.37	3	4	229315.1647	6242494.23
8122	170009791	11	6	2003	5	35	56.25	-1.39	0.37	3	1	228077.261	6242573.068
8123	170009792	11	6	2003	5	40	56.25	-1.41	0.37	3	1	226839.3701	6242652.266
8124	170009793	11	6	2003	5	45	56.25	-1.43	0.37	3	1	225601.492	6242731.825
8125	170009794	11	6	2003	5	50	56.25	-1.45	0.37	3	5	224363.6267	6242811.744
8126	170009795	11	6	2003	6	30	56.25	-1.46	0.37	4	11	223744.699	6242851.839
8127	170009796	11	6	2003	6	35	56.25	-1.48	0.37	4	4	222506.8532	6242932.299
8128	170009797	11	6	2003	6	40	56.25	-1.5	0.37	4	1	221269.0204	6243013.12
8129	170009798	11	6	2003	6	45	56.25	-1.52	0.37	4	0	220031.2006	6243094.302
8130	170009799	11	6	2003	6	50	56.25	-1.54	0.37	4	5	218793.3941	6243175.844
8131	170009800	11	6	2003	6	55	56.25	-1.56	0.37	4	4	217555.6007	6243257.747
8132	170009801	11	6	2003	7	0	56.25	-1.58	0.37	4	0	216317.8206	6243340.011
8133	170009802	11	6	2003	7	5	56.25	-1.6	0.37	4	0	215080.0538	6243422.635
8134	170009803	11	6	2003	7	10	56.25	-1.62	0.37	4	2	213842.3004	6243505.62
8135	170009804	11	6	2003	7	15	56.25	-1.64	0.35	4	0	212604.5604	6243588.965
8136	170009805	11	6	2003	7	20	56.25	-1.66	0.35	4	0	211366.8339	6243672.672
8137	170009806	11	6	2003	7	25	56.25	-1.68	0.35	4	0	210129.121	6243756.739
8138	170009807	11	6	2003	7	30	56.25	-1.7	0.35	4	0	208891.4217	6243841.166
8139	170009808	11	6	2003	7	35	56.25	-1.72	0.35	4	0	207653.736	6243925.955
8140	170009809	11	6	2003	7	40	56.25	-1.73	0.35	4	1	207034.8983	6243968.484
8141	170009810	11	6	2003	7	45	56.25	-1.75	0.35	4	0	205797.2333	6244053.814
