Year	Nsea	ItalySpermwhales	AdriaticIndividuals	AdriaticEvents	Sunspotcycle	Sunspots	AnnualTT	WinterTTAnom	SpringTTAnom	SummerTTAnom	AutumnTTAnom	AnnualTTAnom	WinterNAO	SpringNAO	SummerNAO	AutumnNAO	CRUwin	CRUspr	CRUsum	CRUaut
1914	0	0	0	0	11.9	9.6	-0.077	0.429	0.409	-0.348	-1.186	-0.077	0.47	1.93	0.99	-0.25	1.42	2.00	0.14	-0.69
1915	0	0	0	0	10	47.4	-0.640	1.023	-0.924	-0.545	-1.435	-0.640	1.25	-1.18	-2.19	-1.37	1.38	-0.49	-1.59	-1.81
1916	0	0	0	0	10	57.1	0.027	0.815	-0.170	-0.599	-0.434	0.027	0.68	-0.47	-1.35	0.61	1.73	-1.26	-1.43	-0.32
1917	1	1	1	1	10	103.9	-0.747	-1.224	-1.688	0.402	0.311	-0.747	-1.88	-1.91	-0.04	1.89	-2.16	-0.91	0.07	1.80
1918	0	0	0	0	10	80.6	-0.089	-0.417	-0.153	-0.918	0.388	-0.089	-1.03	-0.17	-0.29	1.09	0.20	-0.44	0.37	0.22
1919	0	1	1	1	10	63.6	-0.680	0.311	-0.885	-0.676	-0.957	-0.680	-0.23	0.13	0.94	-1.25	0.61	0.94	1.52	-1.86
1920	0	0	0	0	10	37.6	0.141	0.101	1.759	-0.168	-1.234	0.141	2.15	1.36	0.36	0.52	2.36	1.31	-0.32	0.25
1921	0	0	0	0	10	26.1	0.082	0.164	1.328	-0.150	-0.926	0.082	-0.11	1.80	-0.18	-0.51	0.94	0.65	-0.89	-0.96
1922	0	0	0	0	10	14.2	-0.460	-0.806	0.145	-0.242	-1.125	-0.460	1.87	0.41	2.41	-1.14	1.93	0.98	0.89	-1.48
1923	0	0	0	0	10	5.8	-0.083	0.160	-0.283	-1.024	0.817	-0.083	1.32	-0.27	1.16	1.62	2.03	-0.31	0.95	0.67
1924	0	0	0	0	10	16.7	-0.259	-1.146	-0.436	-0.205	0.501	-0.259	0.18	-1.49	1.69	0.71	0.16	-1.12	-0.30	0.33
1925	0	0	0	0	10.2	44.3	0.090	1.870	-0.037	-0.197	-0.768	0.090	1.57	0.73	0.84	-1.49	3.35	0.57	0.20	-1.41
1926	0	0	0	0	10.2	63.9	0.048	-0.009	-0.034	-0.528	0.623	0.048	-0.70	-0.26	-0.31	-0.53	0.94	0.57	-0.14	-1.04
1927	0	0	0	0	10.2	69	-0.101	-0.374	0.165	0.537	-0.150	-0.101	0.39	0.10	0.42	-0.70	0.91	0.65	-0.05	-1.69
1928	0	0	0	0	10.2	77.8	-0.212	-0.634	-0.716	-0.487	0.328	-0.212	0.48	-0.99	-1.34	0.76	1.14	-0.92	-0.49	-0.03
1929	0	0	0	0	10.2	64.9	-0.670	-2.863	-1.208	-0.197	0.784	-0.670	-1.23	-1.10	-0.40	1.78	-0.18	-1.20	0.04	0.90
1930	0	0	0	0	10.2	35.7	0.464	1.456	0.537	0.153	0.391	0.464	1.27	0.27	0.51	-0.31	1.57	-0.33	0.05	0.09
1931	0	0	0	0	10.2	21.2	-0.483	-0.448	-0.549	0.144	-0.830	-0.483	1.21	-0.90	-1.01	-0.68	0.80	-0.96	-0.96	-0.02
1932	0	0	0	0	10.2	11.1	0.082	-0.527	-0.889	0.167	0.683	0.082	-1.15	-0.56	0.05	0.63	0.31	-0.71	-0.03	0.03
1933	0	0	0	0	10.2	5.7	-0.698	0.029	-0.735	-0.284	-0.154	-0.698	-0.36	-0.58	1.33	-1.26	0.27	0.16	1.22	-2.33
1934	0	0	0	0	10.2	8.7	0.779	-0.681	1.020	0.264	1.051	0.779	0.23	0.68	0.17	0.51	0.64	0.01	-0.72	0.68
1935	0	0	0	0	10.4	36.1	0.065	0.334	-0.624	0.109	0.491	0.065	0.34	-1.56	1.65	2.16	1.17	-1.08	0.94	0.85
1936	0	1	1	1	10.4	79.7	0.331	1.012	0.402	0.554	-0.615	0.331	-1.64	-0.69	0.78	0.03	-1.68	-1.66	1.59	-0.04
1937	5	0	0	0	10.4	114.4	0.590	0.468	0.869	0.779	0.844	0.590	0.86	0.14	-0.40	-0.95	2.08	0.83	0.32	-1.38
1938	0	7	7	1	10.4	109.6	0.657	0.268	0.003	0.955	1.346	0.657	-0.18	-0.27	1.77	2.38	0.72	0.37	0.73	1.61
1939	0	0	0	0	10.4	88.8	0.253	1.023	-0.406	0.569	-0.145	0.253	0.35	-0.22	-0.37	-1.39	0.61	-0.25	-0.35	-1.63
1940	0	1	1	1	10.4	67.8	-0.982	-2.528	-0.855	-0.304	0.167	-0.982	-1.88	-0.79	0.11	0.43	-1.42	-0.15	-0.70	-0.56
1941	1	0	0	0	10.4	47.5	-1.133	-1.558	-1.326	0.081	-1.596	-1.133	-1.20	-1.03	0.39	-1.68	-0.82	-1.59	0.24	-0.76
1942	0	0	0	0	10.4	30.6	-0.925	-3.538	-1.173	-0.143	0.214	-0.925	-0.30	-0.79	0.09	-0.11	-0.30	-0.35	-0.62	-0.86
1943	0	2	2	2	10.4	16.3	0.558	0.258	0.669	0.321	0.822	0.558	0.89	1.16	-0.38	1.31	1.81	2.15	0.59	-0.04
1944	1	0	0	0	10.4	9.6	0.236	1.020	-0.481	0.215	0.444	0.236	0.15	-1.01	-0.82	0.71	0.55	0.30	-1.60	0.11
1945	0	0	0	0	10	33.2	0.029	-0.304	0.327	0.568	-0.134	0.029	-0.46	-1.13	0.02	-2.19	0.94	0.94	-0.62	-0.21
1946	0	0	0	0	10	92.6	0.236	-0.278	0.324	0.816	-0.048	0.236	-0.06	-0.02	2.44	-0.81	0.72	-0.81	1.95	-0.44
1947	0	0	0	0	10	151.6	0.166	-1.864	0.570	1.162	0.420	0.166	-0.55	0.36	-0.39	-0.15	-1.00	1.39	-0.23	0.14
1948	0	1	1	1	10	136.3	0.374	0.857	0.881	-0.149	0.116	0.374	-0.41	0.71	-0.38	-0.14	0.49	0.59	0.22	1.30
1949	5	0	0	0	10	134.7	0.655	1.010	0.186	-0.228	1.118	0.655	0.79	0.94	-1.68	0.40	2.20	0.35	-0.35	0.04
1950	0	0	0	0	10	83.9	0.369	-0.055	1.107	0.401	0.424	0.369	1.00	-0.16	0.93	1.37	1.32	0.23	0.04	1.02
1951	0	0	0	0	10	69.4	0.273	0.381	-0.136	0.262	0.249	0.273	0.90	-1.73	0.01	0.49	-0.04	-1.52	0.26	-0.44
1952	0	0	0	0	10	31.5	0.065	1.138	-0.441	0.350	-0.405	0.065	1.03	-0.50	-0.12	-1.58	1.20	0.24	-0.61	-1.37
1953	1	0	0	0	10	13.9	0.272	-0.324	0.310	0.637	0.214	0.272	-0.60	-1.26	1.65	1.22	0.07	-0.37	0.14	1.59
1954	1	0	0	0	10	4.4	-0.124	-1.662	-0.056	0.315	0.535	-0.124	0.72	-0.25	1.54	2.09	0.27	-0.49	-0.22	2.04
1955	0	0	0	0	10.7	38	-0.071	1.310	-1.086	0.160	0.332	-0.071	-0.59	-1.00	-0.58	-0.60	-0.65	-0.06	-0.32	-1.22
1956	0	9	9	2	10.7	141.7	-1.087	-2.140	-0.888	-0.516	-1.148	-1.087	-1.12	1.00	-0.31	0.03	-1.07	0.88	-0.51	0.70
1957	0	0	0	0	10.7	190.2	0.441	1.260	-0.095	0.308	0.331	0.441	1.00	-0.38	-1.30	-0.79	2.06	-0.35	-0.19	-0.69
1958	0	0	0	0	10.7	184.8	-0.027	0.384	-0.905	-0.346	0.624	-0.027	-0.25	-0.45	-1.06	0.24	0.07	0.54	-0.22	0.62
1959	0	0	0	0	10.7	159	0.376	0.753	0.810	0.633	-0.645	0.376	-0.66	0.68	0.66	0.21	-0.13	0.37	0.61	-0.11
1960	0	0	0	0	10.7	112.3	0.329	-0.051	0.298	0.300	0.116	0.329	-0.62	-0.05	-0.47	-0.21	0.09	0.38	-0.69	-0.48
1961	0	0	0	0	10.7	53.9	0.808	1.866	1.022	0.263	0.979	0.808	1.59	-0.47	2.04	1.54	1.99	0.62	2.05	0.29
1962	0	0	0	0	10.7	37.6	-0.082	0.531	-0.487	-0.627	0.629	-0.082	-0.37	-1.14	0.02	-0.38	0.50	-1.05	0.53	-0.85
1963	0	0	0	0	10.7	27.9	-0.416	-2.523	-0.492	0.245	1.027	-0.416	-2.61	1.72	-0.66	0.71	-2.22	1.41	-1.13	1.19
1964	0	0	0	0	10.7	10.2	-0.014	-0.818	-0.296	0.130	0.244	-0.014	-2.23	0.58	-0.67	0.00	-0.76	0.90	-0.62	0.82
1965	0	0	0	0	10.7	15.1	-0.539	-0.181	-0.837	-0.585	-0.608	-0.539	-1.58	0.23	0.71	-0.69	-1.42	0.76	0.25	-1.35
1966	0	0	0	0	11.6	47	0.125	0.031	0.249	0.099	0.393	0.125	-1.12	0.43	-0.37	-1.53	-0.05	1.25	-1.07	-1.14
1967	0	0	0	0	11.6	93.8	0.269	-0.502	0.724	0.093	1.260	0.269	0.42	1.23	0.66	1.40	1.14	0.59	1.00	0.25
1968	0	0	0	0	11.6	105.9	-0.136	-1.258	0.557	-0.208	-0.130	-0.136	-0.86	-0.29	-1.43	-1.33	-0.14	-0.62	-0.82	-0.49
1969	1	0	0	0	11.6	105.5	-0.584	-1.207	-0.699	-0.138	0.342	-0.584	-2.31	-0.65	0.44	0.44	-2.18	-0.31	0.30	-0.07
1970	1	0	0	0	11.6	104.5	-0.078	-1.126	-0.267	0.301	0.115	-0.078	0.05	0.26	0.13	0.11	-0.11	0.87	-0.01	0.41
1971	0	0	0	0	11.6	66.6	-0.022	0.648	-0.517	-0.095	-0.505	-0.022	-0.64	0.29	-0.05	-0.53	-0.27	-1.84	-0.76	-0.12
1972	0	0	0	0	11.6	68.9	0.194	-0.003	0.388	0.659	-0.458	0.194	0.36	1.77	0.82	-1.20	0.01	0.57	0.53	-1.74
1973	1	0	0	0	11.6	38	0.023	1.308	0.196	0.299	-0.846	0.023	1.27	-1.31	1.38	-1.03	1.57	-0.40	0.43	-0.69
1974	2	0	0	0	11.6	34.5	0.538	1.031	0.059	-0.166	0.197	0.538	1.25	-0.32	0.75	0.74	0.93	-1.04	0.94	-0.02
1975	0	0	0	0	11.6	15.5	0.743	2.079	1.009	0.257	0.267	0.743	0.85	-0.58	-0.70	0.87	1.96	-1.51	0.30	1.00
1976	0	0	0	0	11.6	12.6	-0.530	-0.485	-0.370	-0.432	-0.706	-0.530	0.02	1.54	-2.12	-0.32	0.16	0.51	0.60	-0.87
1977	0	0	0	0	10.3	27.5	0.156	0.519	0.449	-0.437	0.105	0.156	-1.13	0.01	-0.19	0.15	-1.90	0.26	-1.15	0.82
1978	0	0	0	0	10.3	92.5	-0.459	-0.204	0.016	-0.867	-0.117	-0.459	-0.76	0.64	-0.70	0.78	-0.59	0.12	-0.05	1.96
1979	3	0	0	0	10.3	155.4	-0.026	-1.377	0.239	-0.021	-0.083	-0.026	-1.94	0.48	0.77	0.78	-1.97	0.25	0.71	0.37
1980	1	0	0	0	10.3	154.6	-0.479	-0.060	-1.046	-0.186	-0.189	-0.479	0.06	-1.10	-0.35	-0.45	0.32	-0.97	-0.27	-0.40
1981	0	0	0	0	10.3	140.4	0.224	0.213	0.156	0.180	0.496	0.224	1.04	-0.62	0.03	0.09	1.20	-0.99	0.39	0.29
1982	0	0	0	0	10.3	115.9	0.378	-0.317	0.213	0.007	0.820	0.378	-0.32	0.85	0.19	1.61	-0.22	0.59	-0.35	1.04
1983	0	0	0	0	10.3	66.6	0.631	1.363	1.076	0.232	0.305	0.631	1.14	0.47	0.45	-1.00	2.07	0.07	0.12	-0.29
1984	4	1	1	1	10.3	45.9	0.202	0.791	0.168	-0.575	0.561	0.202	1.70	-0.70	-0.14	0.89	1.70	-1.38	0.75	-0.27
1985	2	0	0	0	10.3	17.9	-0.629	-2.367	0.004	-0.019	-0.093	-0.629	-0.96	0.07	0.71	-1.71	-0.53	-0.57	0.78	-0.90
1986	1	0	0	0	10.3	13.4	-0.003	-0.811	0.610	0.287	0.199	-0.003	-0.20	2.13	-1.19	1.21	-1.00	1.36	-0.87	1.45
1987	0	0	0	0	10.3	29.4	-0.594	-1.595	-1.306	-0.371	0.446	-0.594	-0.85	-0.34	-1.49	0.34	0.35	0.69	-1.60	-0.07
1988	2	0	0	0	10	100.2	0.445	1.257	0.343	0.791	-0.492	0.445	-0.16	-0.57	1.44	-0.96	-0.13	-0.95	-0.19	-0.90
1989	1	0	0	0	10	157.6	1.314	2.004	1.896	0.638	0.440	1.314	1.69	1.27	0.53	-0.17	3.00	1.04	0.60	-1.02
1990	3	0	0	0	10	142.6	1.197	2.423	1.559	0.281	0.491	1.197	1.06	0.58	0.95	-0.31	2.13	1.23	1.72	-1.02
1991	4	0	0	0	10	145.7	0.456	0.591	0.198	0.635	0.691	0.456	0.74	0.48	0.27	0.63	0.73	0.02	0.71	-0.40
1992	1	0	0	0	10	94.3	0.647	1.053	0.911	0.687	-0.264	0.647	-0.23	1.28	1.24	0.90	1.69	1.26	1.09	0.73
1993	1	0	0	0	10	54.6	0.168	1.119	0.820	-0.254	-1.262	0.168	0.99	-0.12	-0.20	-0.66	1.41	-0.10	0.52	-1.99
1994	7	0	0	0	10	29.9	1.034	1.040	1.122	1.052	0.986	1.034	1.68	1.71	0.60	-0.47	1.17	1.21	0.44	-1.02
1995	4	0	0	0	10	17.5	0.842	2.198	0.842	0.937	0.164	0.842	1.99	-0.37	-2.21	-1.02	2.90	-0.37	-1.88	-1.02
1996	26	0	0	0	10	8.6	0.078	-0.633	-0.021	0.423	0.330	0.078	-1.57	-1.84	0.88	0.67	-2.24	-1.46	0.90	-0.78
1997	24	0	0	0	10	21.5	0.594	0.704	0.293	0.855	0.157	0.594	-0.87	-0.98	-0.42	-1.43	-0.46	-0.08	-0.36	-1.31
1998	4	0	0	0	10.5	64.3	0.638	1.672	0.652	0.784	-0.228	0.638	-0.39	0.09	0.36	0.17	0.65	-0.14	0.13	-0.34
1999	0	0	0	0	10.5	93.3	1.051	0.466	1.132	1.198	1.055	1.051	1.58	0.27	-1.19	0.66	1.55	0.25	-1.38	-0.30
2000	1	0	0	0	10.5	119.6	1.217	1.166	1.430	0.653	1.270	1.217	1.45	-0.42	-0.78	1.46	2.28	-0.83	-0.44	0.31
2001	1	0	0	0	NA	111	NA	1.711	0.993	1.118	0.824	0.856	-0.75	-0.32	-0.56	NA	-0.44	0.16	-0.27	-0.98
2002	3	0	0	0	NA	104	NA	0.920	1.559	1.340	0.294	1.089	NA	NA	NA	NA	1.02	0.32	-0.14	-1.78
2003	7	0	0	0	NA	63.7	NA	-0.432	1.12	2.000	0.71	1.02	NA	NA	NA	NA	0.17	0.17	-0.59	-1.01
2004	4	0	0	0	NA	40.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.63	0.49	-0.48	-0.07
2005	NA	1	1	1	NA	29.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	-0.24	-0.05	-0.32
2006	NA	0	0	0	NA	15.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.72	-0.26	-0.68	-0.43
2007	NA	0	0	0	NA	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	0.85	-2.60	-0.96
2008	NA	0	0	0	NA	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.70	-1.64	-1.21	-1.12
2009	NA	1	7	1	NA	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.47	1.14	-0.97	-0.32
																				
